"epoch","hopfield_testset - _step","hopfield_testset - _step__MIN","hopfield_testset - _step__MAX","hopfield_testset - loss_to_report_val","hopfield_testset - loss_to_report_val__MIN","hopfield_testset - loss_to_report_val__MAX"
"342","684","684","684","0.12846746485552124","0.12846746485552124","0.12846746485552124"
"343","686","686","686","0.12703851387613144","0.12703851387613144","0.12703851387613144"
"344","688","688","688","0.1298357635012126","0.1298357635012126","0.1298357635012126"
"345","690","690","690","0.1276687891614942","0.1276687891614942","0.1276687891614942"
"346","692","692","692","0.12691018612660235","0.12691018612660235","0.12691018612660235"
"347","694","694","694","0.12950790757288383","0.12950790757288383","0.12950790757288383"
"348","696","696","696","0.1299001831424676","0.1299001831424676","0.1299001831424676"
"349","698","698","698","0.12905448342213224","0.12905448342213224","0.12905448342213224"
"350","700","700","700","0.13207217818003705","0.13207217818003705","0.13207217818003705"
"351","702","702","702","0.12887682117105953","0.12887682117105953","0.12887682117105953"
"352","704","704","704","0.12779475589405548","0.12779475589405548","0.12779475589405548"
"353","706","706","706","0.13224182283753097","0.13224182283753097","0.13224182283753097"
"354","708","708","708","0.12987551545883372","0.12987551545883372","0.12987551545883372"
"355","710","710","710","0.12983668895257663","0.12983668895257663","0.12983668895257663"
"356","712","712","712","0.12966751636117338","0.12966751636117338","0.12966751636117338"
"357","714","714","714","0.1309000852071385","0.1309000852071385","0.1309000852071385"
"358","716","716","716","0.1286693770004596","0.1286693770004596","0.1286693770004596"
